# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
VTC3	YPL019C	YPL019C_mRNA	protein_coding	11	13	19	266	0	0	0	0	127	11	0	0	19	0	0	0	0	0	0	0	0	13	139
VTC4	YJL012C	YJL012C_mRNA	protein_coding	6	4	2	120	0	0	0	0	67	6	0	0	2	0	0	0	0	0	0	0	0	4	53
VTC5	YDR089W	YDR089W_mRNA	protein_coding	17	15	22	360	0	0	0	0	145	17	0	0	22	0	0	0	0	0	0	0	0	15	215
VTH1	YIL173W	YIL173W_mRNA	protein_coding	66	84	356	611	0	0	1	0	262	56	0	0	361	0	0	0	0	0	12	0	0	84	349
VTH2	YJL222W	YJL222W_mRNA	protein_coding	69	47	165	549	0	5	0	1	505	60	0	0	164	0	0	0	0	0	11	0	0	51	44
VTI1	YMR197C	YMR197C_mRNA	protein_coding	1	0	0	141	0	0	0	0	57	1	0	0	0	0	0	0	0	0	0	0	0	0	84
VTS1	YOR359W	YOR359W_mRNA	protein_coding	5	3	5	62	0	0	0	0	50	5	0	0	5	0	0	0	0	0	0	0	0	3	12
WAR1	YML076C	YML076C_mRNA	protein_coding	67	27	89	183	5	2	0	1	0	62	0	0	93	0	0	0	0	0	6	0	0	29	183
WBP1	YEL002C	YEL002C_mRNA	protein_coding	11	13	32	481	0	0	0	0	86	8	0	0	32	0	0	0	0	0	3	0	0	13	395
WHI2	YOR043W	YOR043W_mRNA	protein_coding	15	9	37	795	0	1	0	1	711	15	0	0	37	0	0	0	0	0	0	0	0	9	84
WHI3	YNL197C	YNL197C_mRNA	protein_coding	4	1	5	94	0	0	0	0	28	4	0	0	5	0	0	0	0	0	0	0	0	1	66
WHI4	YDL224C	YDL224C_mRNA	protein_coding	37	17	58	476	2	0	2	0	235	35	0	0	58	0	0	0	0	0	3	0	0	18	241
WHI5	YOR083W	YOR083W_mRNA	protein_coding	10	12	25	869	1	0	0	1	68	9	0	0	24	0	0	0	0	0	1	0	0	12	801
WIP1	YDR374W-A	YDR374W-A_mRNA	protein_coding	0	1	2	124	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	1	96
WRS1	YOL097C	YOL097C_mRNA	protein_coding	18	13	41	624	1	0	0	0	393	16	0	0	42	0	0	0	1	0	3	0	1	12	231
WSC2	YNL283C	YNL283C_mRNA	protein_coding	45	32	132	524	0	1	3	0	322	40	0	0	136	0	0	0	1	0	5	1	0	35	202
WSC3	YOL105C	YOL105C_mRNA	protein_coding	81	10	74	571	1	4	1	2	0	77	0	0	84	0	0	0	0	0	4	0	0	12	571
WSC4	YHL028W	YHL028W_mRNA	protein_coding	8	11	19	434	0	0	0	0	80	8	0	0	20	0	0	0	0	0	0	0	0	11	354
WSS1	YHR134W	YHR134W_mRNA	protein_coding	3	0	0	110	0	0	0	0	56	3	0	0	0	0	0	0	0	0	0	0	0	0	54
WTM1	YOR230W	YOR230W_mRNA	protein_coding	7	4	13	287	0	0	0	0	37	7	0	0	14	0	0	0	0	0	0	0	0	4	250
WTM2	YOR229W	YOR229W_mRNA	protein_coding	12	7	16	517	0	0	0	0	95	10	0	0	17	0	0	0	0	1	1	0	0	7	422
WWM1	YFL010C	YFL010C_mRNA	protein_coding	7	1	9	286	0	0	0	0	76	6	0	0	9	0	0	0	1	0	0	1	0	1	210
XBP1	YIL101C	YIL101C_mRNA	protein_coding	6	2	10	128	0	0	1	0	71	6	0	0	9	0	0	0	0	0	0	0	0	2	57
XDJ1	YLR090W	YLR090W_mRNA	protein_coding	26	30	103	614	0	0	1	3	406	19	0	0	104	0	0	0	0	0	7	0	0	31	208
XKS1	YGR194C	YGR194C_mRNA	protein_coding	26	9	43	854	0	0	0	1	460	25	0	0	43	0	0	0	0	0	1	0	0	9	394
XPT1	YJR133W	YJR133W_mRNA	protein_coding	4	1	0	239	0	0	0	0	200	3	0	0	0	0	0	0	0	0	1	0	0	1	39
XRN1	YGL173C	YGL173C_mRNA	protein_coding	136	47	199	529	4	9	4	2	461	127	0	0	201	0	0	0	1	0	12	1	0	50	68
XRS2	YDR369C	YDR369C_mRNA	protein_coding	18	15	25	506	0	0	0	0	439	18	0	0	25	0	0	0	0	0	0	0	0	16	67
XYL2	YLR070C	YLR070C_mRNA	protein_coding	2	4	6	188	0	0	0	0	39	2	0	0	6	0	0	0	0	0	0	0	0	4	149
YAE1	YJR067C	YJR067C_mRNA	protein_coding	0	1	0	131	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	113
YAF9	YNL107W	YNL107W_mRNA	protein_coding	6	0	9	685	0	0	0	0	311	5	0	0	9	0	0	0	0	0	1	0	0	0	374
YAH1	YPL252C	YPL252C_mRNA	protein_coding	0	0	3	97	0	0	0	0	62	0	0	0	3	0	0	0	0	0	0	0	0	0	35
YAK1	YJL141C	YJL141C_mRNA	protein_coding	5	11	9	119	0	0	0	0	53	5	0	0	9	0	0	0	0	0	0	0	0	11	66
YAL004W	YAL004W	YAL004W_mRNA	protein_coding	0	0	5	154	0	0	0	0	84	0	0	0	5	0	0	0	0	0	0	0	0	0	70
YAL016C-A	YAL016C-A	YAL016C-A_mRNA	protein_coding	0	0	1	72	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	0	42
YAL016C-B	YAL016C-B	YAL016C-B_mRNA	protein_coding	1	0	3	68	0	0	0	0	24	1	0	0	3	0	0	0	0	0	0	0	0	0	44
YAL019W-A	YAL019W-A	YAL019W-A_mRNA	protein_coding	3	0	2	110	0	0	0	0	42	2	0	0	2	0	0	0	0	0	1	0	0	0	68
YAL026C-A	YAL026C-A	YAL026C-A_mRNA	protein_coding	34	2	42	1319	1	3	2	1	892	31	0	0	44	0	0	0	1	0	2	1	0	4	427
YAL031W-A	YAL031W-A	YAL031W-A_mRNA	protein_coding	1	0	5	620	0	0	0	0	588	1	0	0	6	0	0	0	0	0	0	0	0	0	32
YAL034C-B	YAL034C-B	YAL034C-B_mRNA	protein_coding	3	0	0	86	0	0	0	0	53	3	0	0	0	0	0	0	0	0	0	0	0	0	33
YAL037C-A	YAL037C-A	YAL037C-A_mRNA	protein_coding	1	0	1	181	0	0	0	0	126	1	0	0	1	0	0	0	0	1	0	0	0	0	55
YAL037C-B	YAL037C-B	YAL037C-B_mRNA	protein_coding	4	3	8	183	0	0	0	0	124	4	0	0	9	0	0	0	0	0	0	0	0	3	59
YAL037W	YAL037W	YAL037W_mRNA	protein_coding	3	1	2	178	0	0	0	0	55	3	0	0	2	0	0	0	0	0	0	0	0	1	123
YAL042C-A	YAL042C-A	YAL042C-A_mRNA	protein_coding	4	7	8	242	0	0	0	0	141	4	0	0	8	0	0	0	0	0	0	0	0	7	101
YAL045C	YAL045C	YAL045C_mRNA	protein_coding	5	2	4	290	0	0	0	0	172	5	0	0	4	0	0	0	0	0	0	0	0	2	118
YAL047W-A	YAL047W-A	YAL047W-A_mRNA	protein_coding	1	5	1	265	0	0	0	0	178	1	0	0	1	0	0	0	0	0	0	0	0	5	87
YAL056C-A	YAL056C-A	YAL056C-A_mRNA	protein_coding	1	1	4	157	0	0	0	0	112	0	0	0	4	0	0	0	1	0	0	1	0	1	45
YAL059C-A	YAL059C-A	YAL059C-A_mRNA	protein_coding	4	4	5	302	0	0	0	0	230	2	0	0	5	0	0	0	0	0	2	0	0	4	72
YAL064W-B	YAL064W-B	YAL064W-B_mRNA	protein_coding	0	3	8	286	0	0	0	1	170	0	0	0	7	0	0	0	0	0	0	0	0	3	116
YAL065C	YAL065C	YAL065C_mRNA	protein_coding	3	5	5	317	0	0	0	0	134	3	0	0	5	0	0	0	0	0	0	0	0	5	183
YAL066W	YAL066W	YAL066W_mRNA	protein_coding	4	1	2	436	0	0	0	0	221	3	0	0	2	0	0	0	1	0	0	1	0	1	215
YAL067W-A	YAL067W-A	YAL067W-A_mRNA	protein_coding	2	7	19	726	0	0	0	1	377	2	0	0	18	0	0	0	0	0	0	0	0	7	349
YAL068W-A	YAL068W-A	YAL068W-A_mRNA	protein_coding	11	1	10	615	0	1	0	0	615	10	0	0	11	0	0	0	1	0	1	1	0	1	0
YAL069W	YAL069W	YAL069W_mRNA	protein_coding	0	0	0	629	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAP1	YML007W	YML007W_mRNA	protein_coding	7	4	6	163	0	0	0	0	57	7	0	0	6	0	0	0	0	0	0	0	0	4	106
YAP1801	YHR161C	YHR161C_mRNA	protein_coding	15	11	61	209	0	0	0	0	98	11	0	0	62	0	0	0	0	0	4	0	0	11	111
YAP1802	YGR241C	YGR241C_mRNA	protein_coding	57	15	71	396	1	0	1	1	114	55	0	1	79	0	0	0	0	1	1	0	0	18	282
YAP3	YHL009C	YHL009C_mRNA	protein_coding	7	6	16	969	0	0	0	0	279	7	0	0	17	0	0	0	0	0	0	0	0	7	690
YAP5	YIR018W	YIR018W_mRNA	protein_coding	3	0	1	143	0	0	0	0	77	3	0	0	1	0	0	0	0	0	0	0	0	0	66
YAP6	YDR259C	YDR259C_mRNA	protein_coding	103	13	84	1078	2	4	2	0	480	100	0	0	111	0	0	0	1	0	3	1	0	17	598
YAP7	YOL028C	YOL028C_mRNA	protein_coding	2	1	1	54	0	0	0	0	25	2	0	0	1	0	0	0	0	0	0	0	0	1	29
YAR009C	YAR009C	YAR009C		0	0	0	737	0	0	0	0	87	0	0	0	0	563	0	0	0	0	0	0	0	0	87
YAR010C	YAR010C	YAR010C		0	0	0	704	0	0	0	0	607	0	0	0	0	35	0	0	0	0	0	0	0	0	62
YAR019W-A	YAR019W-A	YAR019W-A_mRNA	protein_coding	1	1	2	220	0	0	0	0	58	1	0	0	2	0	0	0	0	0	0	0	0	1	162
YAR023C	YAR023C	YAR023C_mRNA	protein_coding	2	1	1	362	0	0	0	0	82	2	0	0	1	0	0	0	0	0	0	0	0	1	280
YAR028W	YAR028W	YAR028W_mRNA	protein_coding	13	14	49	748	0	0	0	0	460	11	0	0	50	0	0	0	0	0	2	0	0	14	288
YAR029W	YAR029W	YAR029W_mRNA	protein_coding	3	4	23	780	0	0	0	0	359	1	0	0	23	0	0	0	0	0	2	0	0	4	421
YAR030C	YAR030C	YAR030C_mRNA	protein_coding	7	9	31	769	0	0	0	0	447	3	0	0	33	0	0	0	0	0	4	0	0	9	322
YAR035C-A	YAR035C-A	YAR035C-A_mRNA	protein_coding	0	0	0	362	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	95
YAR047C	YAR047C	YAR047C_mRNA	protein_coding	15	11	32	798	0	0	0	0	237	10	0	0	34	0	0	0	1	1	3	1	0	11	561
YAR053W	YAR053W	YAR053W_mRNA	protein_coding	16	4	9	1312	0	1	0	0	811	15	0	0	8	0	0	0	1	0	2	1	0	4	501
YAR060C	YAR060C	YAR060C_mRNA	protein_coding	5	0	3	537	0	0	1	0	513	5	0	0	2	0	0	0	0	0	0	0	0	0	24
YAR061W	YAR061W	YAR061W	pseudogene	0	0	0	378	0	0	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	0	354
YAR064W	YAR064W	YAR064W_mRNA	protein_coding	1	0	1	189	0	0	0	0	23	1	0	0	1	0	0	0	0	0	0	0	0	0	166
YAR066W	YAR066W	YAR066W_mRNA	protein_coding	0	0	0	121	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	94
YAR068W	YAR068W	YAR068W_mRNA	protein_coding	0	0	0	144	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	29
YAR069C	YAR069C	YAR069C_mRNA	protein_coding	1	0	0	199	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	1	0	0	178
YAR070C	YAR070C	YAR070C_mRNA	protein_coding	2	0	2	194	0	0	0	0	21	2	0	0	2	0	0	0	0	0	0	0	0	0	173
YAR075W	YAR075W	YAR075W_mRNA	protein_coding	4	2	19	155	0	0	0	0	0	4	0	0	19	0	0	0	0	0	0	0	0	2	155
YAR1	YPL239W	YPL239W_mRNA	protein_coding	1	2	1	135	0	0	0	0	83	1	0	0	1	0	0	0	0	0	0	0	0	2	52
YAT1	YAR035W	YAR035W_mRNA	protein_coding	11	12	17	563	0	0	0	1	93	11	1	0	16	0	0	0	1	0	0	1	0	11	470
YAT2	YER024W	YER024W_mRNA	protein_coding	57	39	127	219	1	0	0	0	128	49	0	0	133	0	0	0	0	0	9	0	0	40	91
YBL005W-A	YBL005W-A	YBL005W-A		0	0	0	217	0	0	0	0	90	0	0	0	0	16	0	0	0	0	0	0	0	0	111
YBL005W-B	YBL005W-B	YBL005W-B		0	0	0	246	0	0	0	0	65	0	0	0	0	70	0	0	0	0	0	0	0	0	111
YBL006W-A	YBL006W-A	YBL006W-A_mRNA	protein_coding	0	2	0	171	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	2	65
YBL008W-A	YBL008W-A	YBL008W-A_mRNA	protein_coding	3	1	12	419	0	0	0	0	78	2	0	0	12	0	0	0	0	0	1	0	0	1	341
YBL010C	YBL010C	YBL010C_mRNA	protein_coding	10	4	12	415	0	0	1	1	100	9	0	0	11	0	0	0	0	1	2	0	0	4	315
YBL012C	YBL012C	YBL012C_mRNA	protein_coding	2	1	4	452	0	0	0	0	158	1	0	0	4	0	0	0	0	0	1	0	0	1	294
YBL028C	YBL028C	YBL028C_mRNA	protein_coding	3	3	7	731	0	0	0	0	590	2	0	0	7	0	0	0	1	0	0	1	0	3	141
YBL029C-A	YBL029C-A	YBL029C-A_mRNA	protein_coding	5	2	24	766	0	0	0	0	423	4	0	0	24	0	0	0	1	0	0	1	0	2	343
YBL029W	YBL029W	YBL029W_mRNA	protein_coding	15	9	56	699	0	0	1	0	158	11	0	0	57	0	0	0	1	0	3	1	0	10	541
YBL036C	YBL036C	YBL036C_mRNA	protein_coding	6	2	5	147	0	0	0	0	64	6	0	0	6	0	0	0	0	0	0	0	0	2	83
YBL039C-A	YBL039C-A	YBL039C-A_mRNA	protein_coding	1	0	2	245	0	0	0	0	184	0	0	0	2	0	0	0	0	1	0	0	0	0	61
YBL039W-B	YBL039W-B	YBL039W-B_mRNA	protein_coding	3	1	4	239	0	0	0	0	82	3	0	0	4	0	0	0	0	0	0	0	0	1	157
YBL044W	YBL044W	YBL044W_mRNA	protein_coding	2	0	2	163	0	0	1	0	112	1	0	0	1	0	0	0	0	1	0	0	0	0	51
YBL053W	YBL053W	YBL053W_mRNA	protein_coding	36	9	23	321	0	0	0	3	192	32	0	0	25	0	0	0	0	0	5	0	0	10	129
YBL055C	YBL055C	YBL055C_mRNA	protein_coding	5	5	4	329	0	0	0	0	31	5	0	0	4	0	0	0	0	0	0	0	0	5	298
YBL059W	YBL059W	YBL059W_mRNA	protein_coding	1	2	1	71	0	0	0	0	35	1	0	0	1	0	0	0	0	0	0	0	0	2	36
YBL062W	YBL062W	YBL062W_mRNA	protein_coding	1	3	1	59	0	0	0	0	35	1	0	0	1	0	0	0	0	0	0	0	0	3	24
YBL065W	YBL065W	YBL065W_mRNA	protein_coding	1	0	1	43	0	0	0	0	24	1	0	0	1	0	0	0	0	0	0	0	0	0	19
YBL068W-A	YBL068W-A	YBL068W-A_mRNA	protein_coding	0	0	0	57	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	36
YBL070C	YBL070C	YBL070C_mRNA	protein_coding	0	0	1	76	0	0	0	0	60	0	0	0	1	0	0	0	0	0	0	0	0	0	16
YBL071C	YBL071C	YBL071C_mRNA	protein_coding	1	1	1	83	0	0	0	0	67	1	0	0	1	0	0	0	0	0	0	0	0	1	16
YBL071C-B	YBL071C-B	YBL071C-B_mRNA	protein_coding	0	0	1	93	0	0	0	0	69	0	0	0	1	0	0	0	0	0	0	0	0	0	24
YBL073W	YBL073W	YBL073W_mRNA	protein_coding	2	0	1	148	0	0	0	0	29	2	0	0	1	0	0	0	0	0	0	0	0	0	119
YBL077W	YBL077W	YBL077W_mRNA	protein_coding	9	2	28	568	0	0	0	0	152	7	0	0	29	0	0	0	0	0	2	0	0	3	416
YBL081W	YBL081W	YBL081W_mRNA	protein_coding	1	5	9	370	0	0	0	0	326	1	0	0	9	0	0	0	0	0	0	0	0	5	44
YBL083C	YBL083C	YBL083C_mRNA	protein_coding	1	0	2	144	0	0	0	0	34	1	0	0	2	0	0	0	0	0	0	0	0	0	110
YBL086C	YBL086C	YBL086C_mRNA	protein_coding	7	6	16	210	0	0	0	0	156	6	0	0	17	0	0	0	1	0	0	1	0	6	54
YBL094C	YBL094C	YBL094C_mRNA	protein_coding	2	2	4	244	0	0	0	0	147	2	0	0	4	0	0	0	0	0	0	0	0	2	97
YBL096C	YBL096C	YBL096C_mRNA	protein_coding	9	6	22	209	0	0	0	1	104	7	0	0	22	0	0	0	0	1	1	0	0	6	105
YBL100C	YBL100C	YBL100C_mRNA	protein_coding	0	1	0	277	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	1	73
YBL100W-A	YBL100W-A	YBL100W-A		0	0	0	453	0	0	0	0	231	0	0	0	0	127	0	0	0	0	0	0	0	0	95
YBL100W-B	YBL100W-B	YBL100W-B		0	0	0	490	0	0	0	0	111	0	0	0	0	284	0	0	0	0	0	0	0	0	95
YBL100W-C	YBL100W-C	YBL100W-C_mRNA	protein_coding	1	0	4	344	0	0	0	0	272	1	0	0	4	0	0	0	0	0	0	0	0	0	72
YBL107W-A	YBL107W-A	YBL107W-A_mRNA	protein_coding	2	2	0	672	0	0	0	0	310	2	0	0	0	0	0	0	0	0	0	0	0	2	362
YBL108W	YBL108W	YBL108W_mRNA	protein_coding	4	2	7	667	1	0	0	0	229	4	1	0	6	0	0	0	0	0	0	0	0	1	438
YBL109W	YBL109W	YBL109W_mRNA	protein_coding	0	0	0	963	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	635
YBL111C	YBL111C	YBL111C_mRNA	protein_coding	156	20	123	609	1	18	2	6	309	151	0	0	119	0	0	0	0	0	8	0	0	26	300
YBL112C	YBL112C	YBL112C_mRNA	protein_coding	35	3	23	746	1	1	1	4	247	31	0	0	22	0	0	0	0	2	5	0	0	4	499
YBL113C	YBL113C	YBL113C_mRNA	protein_coding	122	24	116	545	1	10	4	3	0	121	0	0	117	0	0	0	0	0	3	0	0	33	545
YBL113W-A	YBL113W-A	YBL113W-A_mRNA	protein_coding	0	0	0	635	0	0	0	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBP1	YBR216C	YBR216C_mRNA	protein_coding	7	9	20	101	1	0	0	0	77	7	0	0	20	0	0	0	0	0	0	0	0	9	24
YBP2	YGL060W	YGL060W_mRNA	protein_coding	10	3	12	140	0	0	0	0	89	10	0	0	13	0	0	0	0	0	0	0	0	3	51
YBR012C	YBR012C	YBR012C_mRNA	protein_coding	35	3	24	257	1	1	2	2	257	30	0	0	31	0	0	0	1	0	4	1	0	5	0
YBR012W-A	YBR012W-A	YBR012W-A		0	0	0	353	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	306
YBR012W-B	YBR012W-B	YBR012W-B		0	0	0	554	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	306
YBR013C	YBR013C	YBR013C_mRNA	protein_coding	7	7	17	236	0	0	0	0	0	6	0	0	18	0	0	0	0	0	1	0	0	7	236
YBR016W	YBR016W	YBR016W_mRNA	protein_coding	2	2	6	275	0	0	0	0	27	2	0	0	6	0	0	0	0	0	0	0	0	2	248
YBR027C	YBR027C	YBR027C_mRNA	protein_coding	6	3	8	254	0	0	0	0	91	5	0	0	8	0	0	0	0	0	1	0	0	3	163
YBR032W	YBR032W	YBR032W_mRNA	protein_coding	0	2	0	156	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	2	121
YBR051W	YBR051W	YBR051W_mRNA	protein_coding	2	1	1	1125	0	0	1	0	887	2	0	0	0	0	0	0	0	0	0	0	0	1	238
YBR053C	YBR053C	YBR053C_mRNA	protein_coding	109	12	83	826	2	5	2	9	293	104	0	0	84	0	0	0	0	0	6	0	0	14	533
YBR056C-B	YBR056C-B	YBR056C-B_mRNA	protein_coding	1	0	1	273	0	0	0	0	154	1	0	0	1	0	0	0	0	0	0	0	0	0	119
YBR056W	YBR056W	YBR056W_mRNA	protein_coding	13	14	22	372	0	0	0	0	136	12	0	0	23	0	0	0	0	0	1	0	0	14	236
YBR056W-A	YBR056W-A	YBR056W-A_mRNA	protein_coding	2	0	3	272	0	0	0	0	118	1	0	0	3	0	0	0	1	0	0	1	0	0	154
YBR062C	YBR062C	YBR062C_mRNA	protein_coding	0	3	3	256	0	0	1	0	98	0	1	0	2	0	0	0	0	0	0	0	0	2	158
YBR063C	YBR063C	YBR063C_mRNA	protein_coding	9	3	10	251	0	0	0	0	83	9	0	0	10	0	0	0	0	0	0	0	0	4	168
YBR064W	YBR064W	YBR064W_mRNA	protein_coding	4	1	7	250	0	0	0	0	168	4	0	0	7	0	0	0	0	0	0	0	0	1	82
YBR071W	YBR071W	YBR071W_mRNA	protein_coding	7	4	4	432	0	0	0	0	187	7	0	0	4	0	0	0	1	0	0	0	1	3	245
YBR072C-A	YBR072C-A	YBR072C-A_mRNA	protein_coding	1	0	2	383	0	0	0	0	190	0	0	0	2	0	0	0	1	0	0	1	0	0	193
YBR074W	YBR074W	YBR074W_mRNA	protein_coding	11	3	13	273	1	0	0	0	46	11	0	0	14	0	0	0	0	0	1	0	0	3	227
YBR076C-A	YBR076C-A	YBR076C-A_mRNA	protein_coding	2	0	0	94	0	0	0	0	49	2	0	0	1	0	0	0	0	0	0	0	0	0	45
YBR085C-A	YBR085C-A	YBR085C-A_mRNA	protein_coding	1	0	3	115	0	0	0	0	74	1	0	0	3	0	0	0	0	0	0	0	0	0	41
YBR089W	YBR089W	YBR089W_mRNA	protein_coding	2	2	0	89	0	0	0	0	51	0	0	0	0	0	0	0	1	0	1	1	0	2	38
YBR090C	YBR090C	YBR090C_mRNA	protein_coding	4	1	2	98	0	0	0	0	40	4	0	2	2	0	0	0	0	0	0	0	0	1	56
YBR096W	YBR096W	YBR096W_mRNA	protein_coding	66	5	49	240	0	2	3	2	152	63	0	0	55	0	0	0	2	0	4	2	0	8	88
YBR099C	YBR099C	YBR099C_mRNA	protein_coding	2	0	5	441	0	0	0	0	102	1	0	0	5	0	0	0	1	0	0	1	0	1	339
YBR103C-A	YBR103C-A	YBR103C-A_mRNA	protein_coding	0	1	3	540	0	0	0	0	405	0	0	0	3	0	0	0	0	0	0	0	0	1	135
YBR109W-A	YBR109W-A	YBR109W-A_mRNA	protein_coding	2	1	3	126	0	0	0	0	54	1	0	0	3	0	0	0	0	0	1	0	0	1	72
YBR113W	YBR113W	YBR113W_mRNA	protein_coding	8	3	6	400	0	0	0	0	326	6	0	0	6	0	0	0	0	0	2	0	0	4	74
YBR116C	YBR116C	YBR116C_mRNA	protein_coding	8	5	12	771	0	0	0	0	332	6	0	0	13	0	0	0	1	0	1	1	0	5	439
YBR121C-A	YBR121C-A	YBR121C-A_mRNA	protein_coding	6	2	15	1029	0	0	0	0	697	5	0	0	16	0	0	0	0	0	1	0	0	2	332
YBR124W	YBR124W	YBR124W_mRNA	protein_coding	3	5	3	752	0	0	0	0	293	3	0	0	3	0	0	0	0	0	0	0	0	5	459
YBR126W-B	YBR126W-B	YBR126W-B_mRNA	protein_coding	0	0	3	1087	0	0	0	0	890	0	0	0	3	0	0	0	0	0	0	0	0	0	197
YBR131C-A	YBR131C-A	YBR131C-A_mRNA	protein_coding	11	1	5	1149	1	0	0	1	829	11	0	0	4	0	0	0	1	1	1	1	0	2	320
YBR134W	YBR134W	YBR134W_mRNA	protein_coding	5	0	2	236	0	0	0	0	57	5	0	0	2	0	0	0	0	0	0	0	0	0	179
YBR137W	YBR137W	YBR137W_mRNA	protein_coding	1	2	0	64	0	0	0	0	42	1	0	0	0	0	0	0	0	0	0	0	0	2	22
YBR138C	YBR138C	YBR138C_mRNA	protein_coding	3	5	4	64	0	0	1	0	24	3	0	0	3	0	0	0	0	0	0	0	0	5	40
YBR139W	YBR139W	YBR139W_mRNA	protein_coding	1	8	6	77	0	0	0	0	46	1	0	0	6	0	0	0	0	0	0	0	0	8	31
YBR141W-A	YBR141W-A	YBR141W-A_mRNA	protein_coding	1	1	1	232	0	0	0	0	110	0	0	0	1	0	0	0	1	0	0	1	0	1	122
YBR144C	YBR144C	YBR144C_mRNA	protein_coding	2	3	3	237	0	0	0	0	118	2	0	0	3	0	0	0	0	0	0	0	0	3	119
YBR174C	YBR174C	YBR174C_mRNA	protein_coding	0	0	0	231	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	111
YBR178W	YBR178W	YBR178W_mRNA	protein_coding	4	2	7	255	1	0	0	0	170	4	0	0	7	0	0	0	0	0	0	0	0	2	85
YBR182C-A	YBR182C-A	YBR182C-A_mRNA	protein_coding	1	1	2	227	0	0	0	0	141	1	0	0	2	0	0	0	0	0	0	0	0	1	86
YBR184W	YBR184W	YBR184W_mRNA	protein_coding	14	5	12	166	0	0	0	0	73	13	0	0	14	0	0	0	0	1	0	0	0	5	93
YBR190W	YBR190W	YBR190W_mRNA	protein_coding	4	1	5	327	0	0	0	0	234	4	0	0	5	0	0	0	0	0	0	0	0	1	93
YBR191W-A	YBR191W-A	YBR191W-A_mRNA	protein_coding	1	0	3	410	0	0	0	0	302	1	0	0	3	0	0	0	0	0	0	0	0	0	108
YBR196C-A	YBR196C-A	YBR196C-A_mRNA	protein_coding	2	1	4	644	0	0	0	0	305	2	0	0	4	0	0	0	0	0	0	0	0	1	339
YBR196C-B	YBR196C-B	YBR196C-B_mRNA	protein_coding	2	2	4	651	0	0	0	0	327	1	0	0	4	0	0	0	0	1	0	0	0	2	324
YBR197C	YBR197C	YBR197C_mRNA	protein_coding	14	14	36	707	0	0	0	0	326	14	0	0	37	0	0	0	0	0	0	0	0	14	381
YBR200W-A	YBR200W-A	YBR200W-A_mRNA	protein_coding	0	1	0	364	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	1	295
YBR201C-A	YBR201C-A	YBR201C-A_mRNA	protein_coding	1	1	1	338	0	0	0	0	253	1	0	0	1	0	0	0	1	0	0	0	1	0	85
YBR206W	YBR206W	YBR206W_mRNA	protein_coding	3	2	15	305	0	0	0	0	183	3	0	0	15	0	0	0	1	0	0	0	1	1	122
YBR209W	YBR209W	YBR209W_mRNA	protein_coding	1	1	5	235	0	0	0	0	98	1	0	0	5	0	0	0	0	0	0	0	0	1	137
YBR219C	YBR219C	YBR219C_mRNA	protein_coding	0	1	1	132	0	0	0	0	27	0	0	4	1	0	0	0	0	0	0	0	0	1	101
YBR220C	YBR220C	YBR220C_mRNA	protein_coding	6	11	5	281	0	0	0	0	27	6	0	0	5	0	0	0	0	1	0	0	0	11	254
YBR221W-A	YBR221W-A	YBR221W-A_mRNA	protein_coding	0	1	0	467	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	1	81
YBR223W-A	YBR223W-A	YBR223W-A_mRNA	protein_coding	6	0	3	621	0	0	0	1	524	6	0	0	3	0	0	0	1	0	0	0	0	0	97
